long,lat,order,hole,piece,id,group,oid_,name,folderpath,symbolid,altmode,base,clamped,extruded,snippet,popupinfo,shape_leng,shape_area,label,cartodb_id,created_at,updated_at,white_prop_1970,black_prop_1970,white_prop_1980,black_prop_1980,white_prop_1990,black_prop_1990,white_prop_2000,black_prop_2000,white_prop_2010,black_prop_2010
-78.91899948999998,35.99688625600004,6,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91772842899996,35.996264749000034,7,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91690689099994,35.995680865000054,8,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91454395899996,35.996079500000064,9,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91447601799995,35.99243744300003,10,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91481020599997,35.99187681500007,11,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91498669999999,35.99119992800007,12,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91523771799996,35.98964143100005,13,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91566029199998,35.98912565200004,14,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91575548099996,35.989052868000044,15,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91592321199994,35.988929444000064,16,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91644407699994,35.988449402000064,17,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91692672299995,35.987750706000035,18,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91728151899997,35.98753692000002,19,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91769755899998,35.98733808400004,20,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.91886684999997,35.987082816000054,21,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.92299614999996,35.98718992900007,22,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.92283295399994,35.98774115700007,23,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.92278761599994,35.987853779000034,24,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.92256619099999,35.98858569500004,25,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
-78.92229098799997,35.99048271500004,26,FALSE,1,1,1.1,0,D5,Durham.kml/Durham/Area D,3,0,0,-1,0,NA,NA,0.04752966711,5.214226e-5,D,23,2015-08-07,2015-08-07,0.4305242829980787,0.5655481217519813,0.3761807740051478,0.4156441871691608,0.3716166533237633,0.5946948325993752,0.27785888843730144,0.5596318459025632,0.301354637276667,0.45798218818658726
